,FIN Number,Fleet Type,DEFECT_TYPE,DUE_DATE,MAN_HOURS_VALUE
463,7055.0,F-192,M,2022-08-31 21:26:17,2.0
464,6885.0,F-546,M,2022-08-04 02:59:48,2.0
465,8224.0,F-295,M,2022-12-29 21:26:17,2.0
466,2645.0,F-295,L,2022-08-11 21:24:02,2.0
467,4690.0,F-231,L,2022-08-06 21:24:02,2.0
468,3220.0,F-630,M,2022-11-09 21:26:17,2.0
469,3380.0,F-630,M,2022-11-14 21:26:17,2.0
470,4180.0,F-630,M,2023-01-28 21:26:17,2.0
471,8240.0,F-295,L,2022-08-22 21:26:17,2.0
472,5640.0,F-546,M,2022-08-08 21:24:02,2.0
473,6816.0,F-630,L,2022-08-07 23:59:00,2.0
474,1582.0,F-286,L,2022-08-12 21:26:17,2.0
475,9072.0,F-295,L,2022-08-21 09:16:03,2.0
476,6615.0,F-231,M,2022-08-08 21:26:17,2.0
477,4685.0,F-231,L,2022-08-10 02:16:28,2.0
478,5817.0,F-630,M,2022-08-13 21:26:17,2.0
479,3728.0,F-231,M,2022-08-31 21:26:17,2.0
480,3220.0,F-630,M,2022-09-26 02:59:05,2.0
481,4060.0,F-670,M,2022-08-08 21:26:17,2.0
482,5864.0,F-855,L,2022-08-10 21:53:23,2.0
483,4734.0,F-670,M,2022-12-01 21:26:17,2.0
484,3725.0,F-855,C,2022-08-25 21:26:17,2.0
485,7644.0,F-690,L,2022-08-08 21:24:02,2.0
486,3133.0,F-192,M,2022-08-07 21:24:02,2.0
487,4240.0,F-630,L,2022-08-28 21:26:17,2.0
488,7290.0,F-192,M,2023-01-02 04:01:06,2.0
489,6084.0,F-295,M,2022-08-08 21:24:02,2.0
490,6615.0,F-231,M,2022-08-03 21:26:17,2.0
491,2645.0,F-295,L,2022-08-11 21:24:02,2.0
492,8092.0,F-546,M,2022-08-05 21:26:17,2.0
493,9594.0,F-295,M,2022-08-06 09:07:36,2.0
494,2802.0,F-231,M,2022-09-04 21:26:17,2.0
495,6752.0,F-630,M,2022-11-30 00:00:00,2.0
496,1414.0,F-286,L,2022-08-16 21:26:17,2.0
497,9542.0,F-855,L,2022-08-19 21:26:17,2.0
498,4675.0,F-231,M,2022-08-10 03:02:12,2.0
499,7752.0,F-546,M,2022-08-18 02:59:48,2.0
500,1575.0,F-286,L,2022-08-11 21:26:17,2.0
501,5985.0,F-630,M,2022-12-20 21:26:17,2.0
502,2040.0,F-286,L,2022-08-10 21:26:17,2.0
503,4848.0,F-630,C,2022-09-13 21:26:17,2.0
504,4245.0,F-630,L,2022-08-07 21:26:17,2.0
505,4544.0,F-670,L,2022-09-01 21:26:17,2.0
506,2817.0,F-231,L,2022-09-01 21:26:17,2.0
507,2000.0,F-286,L,2022-08-08 21:26:17,2.0
508,3808.0,F-192,M,2022-10-21 21:26:17,2.0
509,3728.0,F-231,M,2022-09-13 21:26:17,2.0
510,5642.0,F-630,M,2022-09-28 21:26:17,2.0
511,3208.0,F-630,M,2022-10-11 21:26:17,2.0
512,7684.0,F-546,M,2022-09-07 21:26:17,2.0
513,2808.0,F-231,L,2022-08-11 21:24:02,2.0
514,6752.0,F-630,L,2022-08-07 21:26:17,2.0
515,9666.0,F-295,L,2022-08-31 19:14:07,2.0
516,9072.0,F-295,L,2022-08-12 21:24:02,2.0
517,3730.0,F-855,L,2022-08-30 21:26:17,2.0
518,4824.0,F-630,M,2022-10-11 21:26:17,2.0
519,5642.0,F-630,L,2022-08-29 21:26:17,2.0
520,5640.0,F-546,C,2022-08-02 21:24:02,2.0
521,2517.0,F-630,M,2022-08-12 21:24:02,2.0
522,9288.0,F-295,L,2022-08-11 21:24:02,2.0
523,4824.0,F-630,M,2022-10-11 21:26:17,2.0
524,4824.0,F-630,M,2022-10-11 21:26:17,2.0
525,9984.0,F-630,M,2022-11-27 21:26:17,2.0
526,3725.0,F-855,M,2023-01-06 21:26:17,2.0
527,1508.0,F-286,L,2022-08-12 21:26:17,2.0
528,1836.0,F-286,M,2022-11-06 00:00:00,2.0
529,4685.0,F-231,L,2022-08-08 21:24:02,2.0
530,1836.0,F-286,L,2022-08-30 21:26:17,2.0
531,5046.0,F-630,L,2022-08-30 05:04:57,2.0
532,2944.0,F-855,L,2022-08-12 21:26:17,2.0
533,6696.0,F-630,L,2022-08-11 21:24:02,2.0
534,4734.0,F-670,M,2023-01-28 21:26:17,2.0
535,3725.0,F-855,L,2022-08-26 21:26:17,2.0
536,9984.0,F-630,M,2022-11-27 21:26:17,2.0
537,3725.0,F-855,C,2022-08-25 21:26:17,2.0
538,7644.0,F-690,L,2022-08-21 21:26:17,2.0
539,4060.0,F-670,M,2023-01-21 02:59:05,2.0
540,1836.0,F-286,M,2022-08-20 21:26:17,2.0
541,2103.0,F-855,L,2022-08-03 22:04:32,2.0
542,4240.0,F-630,M,2022-08-16 21:26:17,2.0
543,5896.0,F-855,M,2022-09-12 02:59:48,2.0
544,6565.0,F-295,L,2022-08-30 21:26:17,2.0
545,5985.0,F-630,M,2022-12-19 21:26:17,2.0
546,4665.0,F-231,L,2022-09-02 21:26:17,2.0
547,4240.0,F-630,M,2022-08-04 21:26:17,2.0
548,4685.0,F-231,L,2022-08-08 16:24:36,2.0
549,6664.0,F-630,M,2023-01-21 21:26:17,2.0
550,3220.0,F-630,M,2022-09-26 02:59:05,2.0
551,8797.0,F-546,M,2022-09-27 21:26:17,2.0
552,2000.0,F-286,L,2022-08-11 21:26:17,2.0
553,5616.0,F-546,L,2022-08-05 21:24:02,2.0
554,2802.0,F-231,L,2022-08-13 21:24:02,2.0
555,9542.0,F-855,L,2022-08-04 21:26:17,2.0
556,3220.0,F-630,M,2022-09-26 02:59:05,2.0
557,5046.0,F-630,L,2022-08-30 21:26:17,2.0
558,6526.0,F-295,M,2022-08-04 21:24:02,2.0
559,2040.0,F-286,L,2022-08-08 21:26:17,2.0
560,4665.0,F-231,L,2022-08-28 21:26:17,2.0
561,4734.0,F-670,M,2022-12-01 21:26:17,2.0
562,3728.0,F-231,L,2022-08-06 21:24:02,2.0
563,4285.0,F-630,M,2022-08-07 21:26:17,2.0
564,5208.0,F-855,L,2022-08-11 21:26:17,2.0
565,1414.0,F-286,M,2022-08-04 21:26:17,2.0
566,8544.0,F-295,L,2022-08-11 21:24:02,2.0
567,4690.0,F-231,L,2022-08-10 21:24:02,2.0
568,3208.0,F-630,M,2022-10-11 21:26:17,2.0
569,9984.0,F-630,M,2022-11-27 21:26:17,2.0
570,1575.0,F-286,L,2022-08-12 21:26:17,2.0
571,4675.0,F-231,M,2022-08-02 23:56:37,2.0
572,5902.0,F-546,M,2022-08-05 21:26:17,2.0
573,4180.0,F-630,M,2022-08-16 21:26:17,2.0
574,9542.0,F-855,L,2022-08-24 21:26:17,2.0
575,3220.0,F-630,M,2022-09-26 02:59:05,2.0
576,5642.0,F-630,L,2022-09-01 21:26:17,2.0
577,4811.0,F-670,M,2022-08-09 21:26:17,2.0
578,3348.0,F-670,M,2022-08-08 21:26:17,2.0
579,2802.0,F-231,L,2022-08-07 21:24:02,2.0
580,9984.0,F-630,M,2022-11-27 21:26:17,2.0
581,3724.0,F-231,L,2022-08-09 21:24:02,2.0
582,4592.0,F-670,M,2022-08-03 05:08:55,2.0
583,5496.0,F-546,L,2022-08-12 21:26:17,2.0
584,4811.0,F-670,M,2022-12-30 21:26:17,2.0
585,2000.0,F-286,M,2022-08-05 00:00:00,2.0
586,5724.0,F-546,M,2022-08-04 21:24:02,2.0
587,3204.0,F-630,L,2022-08-04 21:26:17,2.0
588,7820.0,F-546,L,2022-08-10 05:33:16,2.0
589,3388.0,F-630,M,2022-08-09 21:26:17,2.0
590,8224.0,F-295,C,2022-08-09 21:24:02,2.0
591,7644.0,F-690,M,2022-09-02 21:26:17,2.0
592,5263.0,F-670,L,2022-08-11 21:24:02,2.0
593,3728.0,F-231,M,2022-08-27 21:26:17,2.0
594,8820.0,F-855,M,2022-09-14 21:26:17,2.0
595,4245.0,F-630,L,2022-08-07 21:26:17,2.0
596,4710.0,F-231,M,2022-08-05 00:00:00,2.0
597,4544.0,F-670,L,2022-08-10 06:16:10,2.0
598,7095.0,F-546,C,2022-08-08 00:00:00,2.0
599,4240.0,F-630,M,2022-08-08 21:26:17,2.0
600,4675.0,F-231,M,2022-08-02 23:56:37,2.0
601,8670.0,F-295,L,2022-08-11 21:24:02,2.0
602,2000.0,F-286,L,2022-08-08 02:49:25,2.0
603,1464.0,F-286,L,2022-08-10 21:26:17,2.0
604,3204.0,F-630,M,2022-08-12 21:26:17,2.0
605,6565.0,F-295,M,2022-08-08 02:59:05,2.0
606,1456.0,F-286,M,2022-10-31 21:26:17,2.0
607,7065.0,F-546,L,2022-08-10 07:30:12,2.0
608,6664.0,F-630,M,2023-01-21 21:26:17,2.0
609,3388.0,F-630,M,2022-10-02 21:26:17,2.0
610,5922.0,F-630,M,2022-11-27 21:26:17,2.0
611,3724.0,F-231,M,2022-09-17 21:26:17,2.0
612,4692.0,F-670,M,2022-08-07 07:59:28,2.0
613,3700.0,F-855,C,2022-12-07 21:26:17,2.0
614,5642.0,F-630,M,2022-12-30 00:00:00,2.0
615,3388.0,F-630,M,2022-10-02 21:26:17,2.0
616,5922.0,F-630,M,2022-09-09 21:26:17,2.0
617,1380.0,F-286,L,2022-08-29 21:26:17,2.0
618,8288.0,F-295,L,2022-08-09 06:24:03,2.0
619,3724.0,F-231,C,2022-08-05 21:24:02,2.0
620,4811.0,F-670,M,2022-08-08 21:26:17,2.0
621,5864.0,F-855,L,2022-08-04 21:26:17,2.0
622,6526.0,F-295,L,2022-08-06 21:24:02,2.0
623,2645.0,F-295,L,2022-08-11 21:24:02,2.0
624,4240.0,F-630,L,2022-09-08 21:26:17,2.0
625,3133.0,F-192,L,2022-08-19 21:26:17,2.0
626,3360.0,F-630,L,2022-08-30 00:09:08,2.0
627,7290.0,F-192,M,2022-09-26 21:26:17,2.0
628,4114.0,F-192,L,2022-08-11 15:36:51,2.0
629,5243.0,F-855,L,2022-08-06 21:24:02,2.0
630,8436.0,F-855,L,2022-08-11 17:46:34,2.0
631,5922.0,F-630,M,2022-10-09 21:26:17,2.0
632,7644.0,F-690,M,2022-08-05 21:24:02,2.0
633,6696.0,F-630,M,2022-08-26 21:26:17,2.0
634,6565.0,F-295,L,2022-08-08 12:49:59,2.0
635,6752.0,F-630,L,2022-10-29 21:26:17,2.0
636,2880.0,F-192,L,2022-08-30 12:41:39,2.0
637,6696.0,F-630,M,2022-08-09 21:24:02,2.0
638,6664.0,F-630,M,2023-01-21 21:26:17,2.0
639,9994.0,F-295,L,2022-08-11 21:24:02,2.0
640,4662.0,F-670,M,2023-01-06 02:59:05,2.0
641,7888.0,F-546,L,2022-08-10 06:11:07,2.0
642,3360.0,F-630,M,2023-01-17 21:26:17,2.0
643,1836.0,F-286,L,2022-08-30 19:19:40,2.0
644,8240.0,F-295,L,2022-08-31 14:02:55,2.0
645,4047.0,,M,2022-08-23 03:04:36,2.0
646,1768.0,F-286,L,2022-08-03 21:26:17,2.0
647,5046.0,F-630,M,2023-01-11 21:26:17,2.0
648,5136.0,F-630,M,2022-09-05 21:26:17,2.0
649,4641.0,F-670,M,2022-08-09 21:24:02,2.0
650,5841.0,F-295,L,2022-08-05 21:24:02,2.0
651,2103.0,F-855,L,2022-08-27 16:24:27,2.0
652,4148.0,F-192,L,2022-08-11 21:24:02,2.0
653,4544.0,F-670,L,2022-09-01 21:26:17,2.0
654,4240.0,F-630,M,2022-08-12 21:26:17,2.0
655,3336.0,F-630,M,2022-12-17 21:26:17,2.0
656,3700.0,F-855,L,2022-08-12 21:26:17,2.0
657,2577.0,F-630,M,2022-08-29 21:26:17,2.0
658,8797.0,F-546,C,2022-08-12 00:00:00,2.0
659,4842.0,F-630,M,2022-08-31 00:00:00,2.0
660,5841.0,F-295,M,2022-08-04 07:26:12,2.0
661,3252.0,F-670,M,2022-10-31 02:59:48,2.0
662,6760.0,F-295,L,2022-08-11 21:24:02,2.0
663,4114.0,F-192,L,2022-08-11 21:24:02,2.0
664,4576.0,F-670,M,2022-11-19 21:26:17,2.0
665,4063.0,F-192,M,2022-09-25 21:26:17,2.0
666,4848.0,F-630,M,2022-09-27 21:26:17,2.0
667,3348.0,F-670,L,2022-08-06 21:26:17,2.0
668,3388.0,F-630,M,2022-10-02 21:26:17,2.0
669,2817.0,F-231,M,2022-08-03 10:24:06,2.0
670,3724.0,F-231,M,2022-09-21 21:26:17,2.0
671,4824.0,F-630,M,2022-08-16 00:00:00,2.0
672,6752.0,F-630,M,2022-08-07 21:26:17,2.0
673,4544.0,F-670,L,2022-08-11 06:16:10,2.0
674,2103.0,F-855,L,2022-08-27 21:26:17,2.0
675,4690.0,F-231,L,2022-08-10 21:24:02,2.0
676,1744.0,F-286,M,2022-08-15 21:26:17,2.0
677,4240.0,F-630,M,2022-08-07 21:26:17,2.0
678,2577.0,F-630,M,2022-08-09 21:24:02,2.0
679,7888.0,F-546,M,2022-11-27 21:26:17,2.0
680,7290.0,F-192,M,2022-09-26 21:26:17,2.0
681,9519.0,F-295,M,2022-11-01 21:26:17,2.0
682,1464.0,F-286,L,2022-08-10 21:26:17,2.0
683,3700.0,F-855,L,2022-08-07 21:26:17,2.0
684,5864.0,F-855,M,2022-10-05 02:59:05,2.0
685,8190.0,F-546,M,2022-08-06 21:26:17,2.0
686,3208.0,F-630,M,2022-08-05 21:26:17,2.0
687,5166.0,F-855,L,2022-08-25 21:26:17,2.0
688,1414.0,F-286,L,2022-08-08 21:26:17,2.0
689,7552.0,F-231,L,2022-08-05 21:51:35,2.0
690,2944.0,F-855,M,2022-09-21 21:26:17,2.0
691,1464.0,F-286,L,2022-08-20 21:26:17,2.0
692,7644.0,F-690,L,2022-08-08 18:43:25,2.0
693,3724.0,F-231,M,2022-08-17 11:08:33,2.0
694,8460.0,F-855,M,2022-08-07 21:26:17,2.0
695,3555.0,F-192,M,2022-08-05 07:28:46,2.0
696,3208.0,F-630,M,2022-10-11 21:26:17,2.0
697,4180.0,F-630,M,2023-01-28 21:26:17,2.0
698,7644.0,F-690,L,2022-08-21 18:44:02,2.0
699,1590.0,F-286,M,2022-08-31 21:26:17,2.0
700,6696.0,F-630,M,2022-08-26 21:26:17,2.0
701,1836.0,F-286,M,2022-09-01 21:26:17,2.0
702,4148.0,F-192,C,2022-11-02 04:04:16,2.0
703,6664.0,F-630,M,2023-01-21 21:26:17,2.0
704,9594.0,F-295,M,2022-08-06 15:18:11,2.0
705,8092.0,F-546,L,2022-08-11 21:26:17,2.0
706,5817.0,F-630,M,2022-10-16 21:26:17,2.0
707,7095.0,F-546,M,2022-11-20 23:59:00,2.0
708,6864.0,F-630,M,2022-08-09 21:24:02,2.0
709,5136.0,F-630,M,2022-10-15 21:26:17,2.0
710,2409.0,F-630,L,2022-08-27 08:32:09,2.0
711,6156.0,F-295,L,2022-08-12 21:24:02,2.0
712,5985.0,F-630,M,2022-12-23 21:26:17,2.0
713,5632.0,F-855,L,2022-08-10 21:26:17,2.0
714,2880.0,F-192,L,2022-08-30 21:26:17,2.0
715,8092.0,F-546,M,2022-08-17 02:59:48,2.0
716,5922.0,F-630,M,2022-11-27 21:26:17,2.0
717,7635.0,F-295,L,2022-08-09 21:24:02,2.0
718,3724.0,F-231,M,2022-09-17 21:26:17,2.0
719,8288.0,F-295,L,2022-08-11 21:24:02,2.0
720,9984.0,F-630,L,2022-08-25 00:00:00,2.0
721,7820.0,F-546,L,2022-08-09 05:28:39,2.0
722,4665.0,F-231,L,2022-09-02 15:11:09,2.0
723,5902.0,F-546,M,2022-08-05 21:26:17,2.0
724,3208.0,F-630,M,2022-10-11 21:26:17,2.0
725,9984.0,F-630,M,2022-11-27 21:26:17,2.0
726,8333.0,F-690,M,2022-08-08 21:26:17,2.0
727,7215.0,F-546,L,2022-08-07 23:59:00,2.0
728,1414.0,F-286,M,2022-08-10 21:26:17,2.0
729,3575.0,F-670,L,2022-08-11 21:26:17,2.0
730,4592.0,F-670,M,2022-12-29 21:26:17,2.0
731,3341.0,F-670,M,2022-10-31 00:00:00,2.0
732,4662.0,F-670,M,2022-11-01 00:00:00,2.0
733,4675.0,F-231,M,2022-08-06 04:02:54,2.0
734,5866.0,F-630,M,2022-11-20 21:26:17,2.0
735,4788.0,F-670,M,2022-10-03 21:26:17,2.0
736,6204.0,F-295,M,2022-10-13 21:26:17,2.0
737,9072.0,F-295,L,2022-08-12 15:46:27,2.0
738,4896.0,F-670,L,2022-08-10 21:24:02,2.0
739,4592.0,F-670,M,2022-10-28 21:26:17,2.0
740,4777.0,F-670,C,2022-09-01 00:00:00,2.0
741,9146.0,F-295,L,2022-08-11 21:24:02,2.0
742,1476.0,F-286,L,2022-08-10 21:26:17,2.0
743,4480.0,F-690,M,2022-09-29 21:26:17,2.0
744,3724.0,F-231,M,2022-10-21 21:26:17,2.0
745,4896.0,F-670,L,2022-08-07 21:24:02,2.0
746,5226.0,F-192,M,2022-08-06 21:26:17,2.0
747,3220.0,F-630,M,2022-09-26 02:59:05,2.0
748,8670.0,F-295,L,2022-08-11 21:24:02,2.0
749,3555.0,F-192,M,2022-10-04 21:26:17,2.0
750,6752.0,F-630,M,2022-11-30 00:00:00,2.0
751,3348.0,F-670,L,2022-08-06 23:59:00,2.0
752,5896.0,F-855,M,2022-09-12 02:59:48,2.0
753,3380.0,F-630,M,2022-11-14 21:26:17,2.0
754,4734.0,F-670,M,2022-10-26 21:26:17,2.0
755,5985.0,F-630,M,2022-12-19 21:26:17,2.0
756,7888.0,F-546,M,2022-11-27 21:26:17,2.0
757,2040.0,F-286,M,2022-08-08 21:26:17,2.0
758,1905.0,F-286,L,2022-08-27 21:26:17,2.0
759,7065.0,F-546,L,2022-08-07 07:10:49,2.0
760,3204.0,F-630,M,2022-09-12 21:26:17,2.0
761,2484.0,,M,2022-10-16 03:04:36,2.0
762,7888.0,F-546,L,2022-08-10 10:20:17,2.0
763,7635.0,F-295,L,2022-08-12 21:24:02,2.0
764,4285.0,F-630,M,2022-10-29 21:26:17,2.0
765,5724.0,F-546,L,2022-08-08 21:24:02,2.0
766,5922.0,F-630,M,2022-12-14 21:26:17,2.0
767,7854.0,F-546,L,2022-08-10 21:24:02,2.0
768,5864.0,F-855,L,2022-09-12 02:59:05,2.0
769,8240.0,F-295,L,2022-08-31 21:26:17,2.0
770,5922.0,F-630,M,2022-09-09 21:26:17,2.0
771,9126.0,F-855,M,2022-10-12 02:59:48,2.0
772,1836.0,F-286,L,2022-08-23 21:26:17,2.0
773,5864.0,F-855,L,2022-08-10 21:48:49,2.0
774,4675.0,F-231,L,2022-08-30 04:40:53,2.0
775,9072.0,F-295,M,2022-08-05 21:24:02,2.0
776,5976.0,F-855,M,2022-10-08 00:00:00,2.0
777,4824.0,F-630,M,2022-08-03 21:26:17,2.0
778,5046.0,F-630,M,2022-08-14 21:26:17,2.0
779,2817.0,F-231,M,2022-08-03 21:26:17,2.0
780,1836.0,F-286,L,2022-08-23 19:19:40,2.0
781,7667.0,F-546,M,2022-10-13 21:26:17,2.0
782,4270.0,F-630,M,2022-10-19 21:26:17,2.0
783,2000.0,F-286,L,2022-08-11 21:26:17,2.0
784,4060.0,F-670,M,2022-08-08 21:26:17,2.0
785,1582.0,F-286,M,2022-08-04 21:26:17,2.0
786,6565.0,F-295,L,2022-08-30 12:49:59,2.0
787,3728.0,F-231,M,2022-09-22 21:26:17,2.0
788,1440.0,F-286,M,2022-08-11 21:26:17,1.5
789,8240.0,F-295,M,2022-08-09 02:59:05,1.5
790,5866.0,F-630,M,2022-08-11 21:24:02,1.5
791,1905.0,F-286,M,2022-08-12 21:26:17,1.5
792,4842.0,F-630,M,2023-01-18 21:26:17,1.5
793,4848.0,F-630,M,2022-08-12 21:26:17,1.5
794,4180.0,F-630,L,2022-08-09 21:24:02,1.5
795,4285.0,F-630,M,2022-08-11 21:26:17,1.5
796,4285.0,F-630,M,2022-08-11 21:26:17,1.5
797,3208.0,F-630,L,2022-08-09 21:26:17,1.5
798,7888.0,F-546,M,2022-08-21 21:26:17,1.5
799,4240.0,F-630,M,2022-08-12 21:26:17,1.5
800,6752.0,F-630,M,2022-09-16 21:26:17,1.5
801,3220.0,F-630,M,2022-11-09 21:26:17,1.5
802,6752.0,F-630,M,2022-09-16 21:26:17,1.5
803,3336.0,F-630,M,2022-10-22 21:26:17,1.0
804,9126.0,F-855,M,2022-12-03 02:59:48,1.0
805,5642.0,F-630,L,2022-08-28 21:26:17,1.0
806,4690.0,F-231,L,2022-08-09 14:56:26,1.0
807,3388.0,F-630,L,2022-08-27 21:26:17,1.0
808,8075.0,F-546,L,2022-08-28 21:26:17,1.0
809,3764.0,F-231,M,2022-08-04 00:00:00,1.0
810,4710.0,F-231,L,2022-08-06 11:06:29,1.0
811,6752.0,F-630,M,2022-09-16 21:26:17,1.0
812,3388.0,F-630,M,2022-10-02 21:26:17,1.0
813,7200.0,F-546,L,2022-08-11 21:24:02,1.0
814,9126.0,F-855,M,2022-12-03 02:59:48,1.0
815,3380.0,F-630,M,2022-10-14 21:26:17,1.0
816,1605.0,F-286,M,2022-08-04 21:26:17,1.0
817,3725.0,F-855,L,2022-08-09 21:26:17,1.0
818,4848.0,F-630,M,2022-08-22 21:26:17,1.0
819,3728.0,F-231,M,2022-09-13 21:26:17,1.0
820,3808.0,F-192,M,2022-12-14 21:26:17,1.0
821,4824.0,F-630,M,2022-10-11 21:26:17,1.0
822,3834.0,F-690,M,2022-08-18 21:26:17,1.0
823,4690.0,F-231,L,2022-08-27 21:26:17,1.0
824,2210.0,F-286,M,2022-08-31 00:00:00,1.0
825,5922.0,F-630,M,2022-12-14 21:26:17,1.0
826,9607.0,F-855,M,2022-08-04 21:26:17,1.0
827,3380.0,F-630,M,2022-08-07 21:26:17,1.0
828,9984.0,F-630,M,2022-11-27 21:26:17,1.0
829,3584.0,F-670,M,2022-08-17 21:24:02,1.0
830,5922.0,F-630,M,2022-12-14 21:26:17,1.0
831,1744.0,F-286,M,2022-08-08 12:29:36,1.0
832,4592.0,F-670,M,2022-11-24 07:12:57,1.0
833,4641.0,F-670,M,2022-09-16 21:26:17,1.0
834,3525.0,F-192,M,2022-11-22 21:26:17,1.0
835,5616.0,F-546,L,2022-08-17 21:26:17,1.0
836,8560.0,F-295,L,2022-08-30 10:48:52,1.0
837,4270.0,F-630,L,2022-08-11 21:24:02,1.0
838,5971.0,F-630,L,2022-10-27 21:26:17,1.0
839,4690.0,F-231,M,2022-08-09 21:24:02,1.0
840,3204.0,F-630,M,2022-09-12 21:26:17,1.0
841,3336.0,F-630,M,2022-10-22 21:26:17,1.0
842,2090.0,F-286,M,2022-09-30 21:26:17,1.0
843,4848.0,F-630,C,2022-10-04 21:26:17,1.0
844,6816.0,F-630,L,2022-08-24 17:54:53,1.0
845,1938.0,F-286,M,2022-10-06 21:26:17,1.0
846,5263.0,F-670,L,2022-08-09 07:48:54,1.0
847,6696.0,F-630,M,2022-08-07 21:24:02,1.0
848,6752.0,F-630,M,2022-09-16 21:26:17,1.0
849,1440.0,F-286,M,2022-09-29 21:26:17,1.0
850,1836.0,F-286,M,2022-09-10 21:26:17,1.0
851,5922.0,F-630,M,2022-12-14 21:26:17,1.0
852,3724.0,F-231,M,2022-10-31 00:00:00,1.0
853,3724.0,F-231,M,2022-09-14 21:26:17,1.0
854,9072.0,F-295,L,2022-08-10 15:46:27,1.0
855,7644.0,F-690,M,2022-08-06 21:24:02,1.0
856,4710.0,F-231,L,2022-08-11 21:26:17,1.0
857,4285.0,F-630,M,2022-11-15 21:26:17,1.0
858,6664.0,F-630,M,2023-01-21 21:26:17,1.0
859,6132.0,F-295,M,2022-12-29 04:01:06,1.0
860,4592.0,F-670,M,2022-11-24 21:26:17,1.0
861,1938.0,F-286,M,2022-10-06 21:26:17,1.0
862,4200.0,F-670,M,2022-08-08 21:24:02,1.0
863,5616.0,F-546,M,2022-08-06 21:24:02,1.0
864,7552.0,F-231,L,2022-08-04 20:06:25,1.0
865,6615.0,F-231,L,2023-01-28 23:37:08,1.0
866,1744.0,F-286,M,2022-08-08 21:26:17,1.0
867,1440.0,F-286,M,2022-09-29 21:26:17,1.0
868,6800.0,F-630,L,2022-08-11 18:13:36,1.0
869,4788.0,F-670,M,2022-11-28 21:26:17,1.0
870,6696.0,F-630,L,2022-08-11 11:21:07,1.0
871,5922.0,F-630,M,2022-10-09 21:26:17,1.0
872,4690.0,F-231,L,2022-08-09 18:23:01,1.0
873,2176.0,F-286,L,2022-08-03 21:26:17,1.0
874,6615.0,F-231,M,2022-08-08 21:26:17,1.0
875,7854.0,F-546,L,2022-08-30 21:26:17,1.0
876,5971.0,F-630,L,2022-08-31 21:26:17,1.0
877,5922.0,F-630,M,2022-10-09 21:26:17,1.0
878,5976.0,F-855,L,2022-08-12 21:26:17,1.0
879,5104.0,F-690,M,2022-09-10 21:26:17,1.0
880,4848.0,F-630,M,2022-09-27 21:26:17,1.0
881,1938.0,F-286,M,2022-10-06 21:26:17,1.0
882,2178.0,F-286,L,2022-08-07 21:26:17,1.0
883,4180.0,F-630,M,2022-08-08 21:24:02,1.0
884,6800.0,F-630,L,2022-09-01 21:26:17,1.0
885,3208.0,F-630,M,2022-08-04 21:26:17,1.0
886,7820.0,F-546,L,2022-08-30 05:27:07,1.0
887,3380.0,F-630,L,2022-08-05 00:19:44,1.0
888,1508.0,F-286,L,2022-08-03 21:26:17,1.0
889,2108.0,F-286,L,2022-09-26 21:26:17,1.0
890,4734.0,F-670,M,2022-10-29 21:26:17,1.0
891,4675.0,F-231,M,2022-08-02 23:56:37,1.0
892,5922.0,F-630,M,2022-12-14 21:26:17,1.0
893,8224.0,F-295,M,2022-08-08 21:24:02,1.0
894,3133.0,F-192,M,2022-10-20 21:26:17,1.0
895,3185.0,F-192,M,2023-01-22 21:26:17,1.0
896,6252.0,F-295,M,2022-08-07 21:30:13,1.0
897,7290.0,F-192,L,2022-08-09 21:26:17,1.0
898,4690.0,F-231,L,2022-08-10 21:24:02,1.0
899,7684.0,F-546,M,2022-10-27 21:26:17,1.0
900,3725.0,F-855,C,2022-11-17 21:26:17,1.0
901,4690.0,F-231,L,2022-08-09 18:23:01,1.0
902,6565.0,F-295,L,2022-08-08 21:26:17,1.0
903,3380.0,F-630,M,2022-10-14 21:26:17,1.0
904,5922.0,F-630,M,2022-12-14 21:26:17,1.0
905,7854.0,F-546,M,2022-08-09 21:24:02,1.0
906,3388.0,F-630,M,2022-10-02 21:26:17,1.0
907,6696.0,F-630,M,2022-11-16 21:26:17,1.0
908,1768.0,F-286,L,2022-08-02 21:26:17,1.0
909,1443.0,F-286,M,2022-08-03 21:26:17,1.0
910,4285.0,F-630,M,2022-09-27 21:26:17,1.0
911,6752.0,F-630,M,2022-09-16 21:26:17,1.0
912,3724.0,F-231,M,2022-10-15 21:26:17,1.0
913,6864.0,F-630,M,2022-10-13 21:26:17,1.0
914,3728.0,F-231,L,2022-08-07 20:06:50,1.0
915,6760.0,F-295,L,2022-08-06 08:52:43,1.0
916,7888.0,F-546,M,2022-08-26 21:26:17,1.0
917,5632.0,F-855,M,2022-09-18 21:26:17,1.0
918,4848.0,F-630,M,2022-08-02 23:37:08,1.0
919,1605.0,F-286,M,2022-08-04 21:26:17,1.0
920,9072.0,F-295,L,2022-08-10 21:24:02,1.0
921,5166.0,F-855,L,2022-08-05 00:36:39,1.0
922,1590.0,F-286,L,2022-08-29 21:26:17,1.0
923,5922.0,F-630,M,2022-12-14 21:26:17,1.0
924,5922.0,F-630,M,2022-12-14 21:26:17,1.0
925,3185.0,F-192,M,2022-12-14 21:26:17,1.0
926,6084.0,F-295,L,2022-08-04 21:24:02,1.0
927,1938.0,F-286,M,2022-10-06 21:26:17,1.0
